chapter_file,line,source_kind,label,target_type,raw_target,normalized_target,domain,exists,anchor_target,anchor_status,syntax_status,context
04_data_formats.md,826,markdown_link,https://doi.org/10.1093/bioinformatics/btr330,external,https://doi.org/10.1093/bioinformatics/btr330,https://doi.org/10.1093/bioinformatics/btr330,doi.org,,,,ok,"[12] Danecek, P. et al. ""The variant call format and VCFtools"". *Bioinformatics*, 27(15), 2156–2158, 2011. [https://doi.org/10.1093/bioinformatics/btr330](https://doi.org/10.1093/bioinformatics/btr330)"
04_data_formats.md,828,markdown_link,https://samtools.github.io/hts-specs/SAMv1.pdf,external,https://samtools.github.io/hts-specs/SAMv1.pdf,https://samtools.github.io/hts-specs/SAMv1.pdf,samtools.github.io,,,,ok,"[13] SAM/BAM Format Specification Working Group. ""Sequence Alignment/Map Format Specification"". [https://samtools.github.io/hts-specs/SAMv1.pdf](https://samtools.github.io/hts-specs/SAMv1.pdf) (参照日: 2026-03-18)"
04_data_formats.md,830,markdown_link,https://doi.org/10.1101/gr.229102,external,https://doi.org/10.1101/gr.229102,https://doi.org/10.1101/gr.229102,doi.org,,,,ok,"[14] Kent, W. J. et al. ""The Human Genome Browser at UCSC"". *Genome Research*, 12(6), 996–1006, 2002. [https://doi.org/10.1101/gr.229102](https://doi.org/10.1101/gr.229102)"
04_data_formats.md,832,markdown_link,https://doi.org/10.1002/0471448354,external,https://doi.org/10.1002/0471448354,https://doi.org/10.1002/0471448354,doi.org,,,,ok,"[15] Dasu, T., Johnson, T. *Exploratory Data Mining and Data Cleaning*. Wiley, 2003. [https://doi.org/10.1002/0471448354](https://doi.org/10.1002/0471448354)"
04_data_formats.md,834,markdown_link,https://www.forbes.com/sites/gilpress/2016/03/23/data-preparation-most-time-consuming-least-enjoyable-data-science-task-survey-says/,external,https://www.forbes.com/sites/gilpress/2016/03/23/data-preparation-most-time-consuming-least-enjoyable-data-science-task-survey-says/,https://www.forbes.com/sites/gilpress/2016/03/23/data-preparation-most-time-consuming-least-enjoyable-data-science-task-survey-says/,www.forbes.com,,,,ok,"[16] Press, G. ""Cleaning Big Data: Most Time-Consuming, Least Enjoyable Data Science Task, Survey Says"". *Forbes*, 2016. [https://www.forbes.com/sites/gilpress/2016/03/23/data-preparation-most-time-consuming-least-enjoyable-data-science-task-survey-says/](https://www.forbes.com/sites/gilpress/2016/03/23/data-preparation-most-time-consuming-least-enjoyable-data-science-task-survey-says/) (参照日: 2026-03-25)"
04_data_formats.md,836,markdown_link,https://doi.org/10.1038/sdata.2016.18,external,https://doi.org/10.1038/sdata.2016.18,https://doi.org/10.1038/sdata.2016.18,doi.org,,,,ok,"[17] Wilkinson, M. D. et al. ""The FAIR Guiding Principles for scientific data management and stewardship"". *Scientific Data*, 3, 160018, 2016. [https://doi.org/10.1038/sdata.2016.18](https://doi.org/10.1038/sdata.2016.18)"
05_software_components.md,3,markdown_link,§4 データフォーマットの選び方,local,./04_data_formats.md,chapters/04_data_formats.md,,yes,,,ok,[§4 データフォーマットの選び方](./04_data_formats.md)では、データの入出力に関わるフォーマットの選択基準を学んだ。次章の[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)では `pip install` でパッケージをインストールし、`import numpy` でライブラリを読み込む。しかし、その前に「ライブラリ」「パッケージ」「モジュール」「API」といった用語が正確に何を指しているのか、`import` 文の裏で何が起きているのかを理解しておく必要がある。この理解がなければ、`ModuleNotFoundError` や `ImportError` に遭遇したとき、原因がインストール漏れなのか、パスの問題なのか、環境の不一致なのかを切り分けられない。
05_software_components.md,3,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,[§4 データフォーマットの選び方](./04_data_formats.md)では、データの入出力に関わるフォーマットの選択基準を学んだ。次章の[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)では `pip install` でパッケージをインストールし、`import numpy` でライブラリを読み込む。しかし、その前に「ライブラリ」「パッケージ」「モジュール」「API」といった用語が正確に何を指しているのか、`import` 文の裏で何が起きているのかを理解しておく必要がある。この理解がなければ、`ModuleNotFoundError` や `ImportError` に遭遇したとき、原因がインストール漏れなのか、パスの問題なのか、環境の不一致なのかを切り分けられない。
05_software_components.md,7,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,本章では、プログラムの実行の仕組み（コンパイルとリンク）、Pythonのモジュールシステム、依存関係の問題、そしてAPIの概念を順に学ぶ。これらは[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)で `pip install` や `conda install` を使いこなすための前提知識となる。
05_software_components.md,27,image,コンパイル→リンク→実行フロー: ソースコードからオブジェクト経由で実行ファイルが生成される過程,local,../figures/ch05_compile_link_exec.png,figures/ch05_compile_link_exec.png,,yes,,,ok,![コンパイル→リンク→実行フロー: ソースコードからオブジェクト経由で実行ファイルが生成される過程](../figures/ch05_compile_link_exec.png)
05_software_components.md,52,markdown_link,§2 ターミナルとシェルの基本操作,local,./02_terminal.md#2-3-環境変数とパス,chapters/02_terminal.md,,yes,2-3-環境変数とパス,ok,ok,[§2 ターミナルとシェルの基本操作](./02_terminal.md#2-3-環境変数とパス)で学んだPATH環境変数は「実行ファイルの検索パス」だった。共有ライブラリにも同様の仕組みがある:
05_software_components.md,80,markdown_link,§2,local,./02_terminal.md,chapters/02_terminal.md,,yes,,,ok,本書のサンプルコード `scripts/ch05/module_demo.py` の `check_shared_libs()` 関数でも、この依存確認を体験できる。`shutil.which()` は[§2](./02_terminal.md)で学んだ `which` コマンドのPython版で、`PATH` 環境変数を検索して指定した実行ファイルの絶対パスを返す。見つからなければ `None` を返す:
05_software_components.md,95,markdown_link,§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer,local,./15_container.md,chapters/15_container.md,,yes,,,ok,🧬 **condaと共有ライブラリ**: condaは、Pythonパッケージだけでなく、C/C++製ツールとその依存共有ライブラリもconda環境内にインストールする。biocondaチャネルからsamtoolsをインストールすると、libhtsやlibzもconda環境の `lib/` ディレクトリに配置される。これにより、システムのライブラリバージョンに依存しない。ただし、conda環境外のツールとの相互作用や、OSレベルのライブラリ（CUDA等）までは管理できない。完全な環境の隔離が必要な場合は、[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)で学ぶコンテナを使う。
05_software_components.md,113,markdown_link,2,external,https://docs.python.org/3/tutorial/modules.html,https://docs.python.org/3/tutorial/modules.html,docs.python.org,,,,ok,Pythonでは、コードの再利用の単位として以下の3つの用語が使われる [2](https://docs.python.org/3/tutorial/modules.html):
05_software_components.md,162,markdown_link,1,external,https://docs.python.org/3/reference/import.html,https://docs.python.org/3/reference/import.html,docs.python.org,,,,ok,`import numpy` と書いたとき、Pythonは何をしているのか。答えは「`sys.path` に登録されたディレクトリを順番に検索する」である [1](https://docs.python.org/3/reference/import.html):
05_software_components.md,207,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md#6-1-pythonの環境管理,chapters/06_dev_environment.md,,yes,6-1-pythonの環境管理,ok,ok,仮想環境をアクティベートすると、まず `PATH` の先頭が切り替わり、その結果として仮想環境内の `python` が起動する。起動された `python` が自分の `site-packages` を `sys.path` に設定するため、プロジェクトごとに異なるバージョンのパッケージを使い分けられる。詳しくは[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md#6-1-pythonの環境管理)を参照。
05_software_components.md,211,markdown_link,§2 ターミナルとシェルの基本操作,local,./02_terminal.md#2-3-環境変数とパス,chapters/02_terminal.md,,yes,2-3-環境変数とパス,ok,ok,[§2 ターミナルとシェルの基本操作](./02_terminal.md#2-3-環境変数とパス)で学んだPATH環境変数の考え方は、Pythonの `PYTHONPATH` にもそのまま当てはまる。PATHが「実行ファイルの検索パス」であるのに対し、PYTHONPATHは「Pythonモジュールの検索パス」である:
05_software_components.md,220,markdown_link,§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで,local,./10_deliverables.md,chapters/10_deliverables.md,,yes,,,ok,推奨されるのは、[§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)で学ぶ `pip install -e .`（開発モードインストール）である。`pyproject.toml` にパッケージ情報を記述し、`pip install -e .` で site-packages 側に参照を追加すれば、PYTHONPATHを操作せずに自作モジュールをインポートできる。
05_software_components.md,319,markdown_link,6,external,https://packaging.python.org/,https://packaging.python.org/,packaging.python.org,,,,ok,パッケージAがnumpy 1.24以上を要求し、パッケージBがnumpy 1.24未満を要求する——両方を同じ環境にインストールすることはできない。これが**依存関係地獄**（dependency hell）である [6](https://packaging.python.org/):
05_software_components.md,330,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,2. **環境の分離**: プロジェクトごとに仮想環境を分ける（[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)）
05_software_components.md,331,markdown_link,§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer,local,./15_container.md,chapters/15_container.md,,yes,,,ok,3. **コンテナの利用**: OSレベルの依存まで含めて隔離する（[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)）
05_software_components.md,335,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)で学ぶvenvやcondaと、[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)で学ぶコンテナでは、隔離できる範囲が異なる:
05_software_components.md,335,markdown_link,§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer,local,./15_container.md,chapters/15_container.md,,yes,,,ok,[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)で学ぶvenvやcondaと、[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)で学ぶコンテナでは、隔離できる範囲が異なる:
05_software_components.md,385,markdown_link,3,external,https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/,https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/,www.oreilly.com,,,,ok,**API**（Application Programming Interface; アプリケーション・プログラミング・インターフェース）とは、ソフトウェアの「使い方の窓口」である [3](https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/)。
05_software_components.md,400,markdown_link,§11 コマンドラインツールの設計と実装,local,./11_cli.md,chapters/11_cli.md,,yes,,,ok,コマンド名、サブコマンド、オプション、引数の組み合わせが、CLIツールの「API」である。詳しくは[§11 コマンドラインツールの設計と実装](./11_cli.md)を参照。
05_software_components.md,427,markdown_link,§19 公共データベースとAPI — データ取得の実践,local,./19_database_api.md,chapters/19_database_api.md,,yes,,,ok,URLの構造、HTTPメソッド、パラメータ、レスポンス形式が、Web APIの「API」である。詳しくは[§19 公共データベースとAPI — データ取得の実践](./19_database_api.md)で扱う。
05_software_components.md,431,markdown_link,§7 Git入門 — コードのバージョン管理,local,./07_git.md#7-4-セマンティックバージョニング,chapters/07_git.md,,yes,7-4-セマンティックバージョニング,ok,ok,エージェントが生成するコードは、ライブラリのAPIを使っている。ライブラリのバージョンが上がってAPIが変わると、以前は動いていたコードが壊れる。これが[§7 Git入門 — コードのバージョン管理](./07_git.md#7-4-セマンティックバージョニング)で学ぶセマンティックバージョニングが重要な理由の一つである:
05_software_components.md,441,markdown_link,§1 設計原則 — 良いコードとは何か,local,./01_design.md#単一責任原則single-responsibility-principle-srp,chapters/01_design.md,,yes,単一責任原則single-responsibility-principle-srp,ok,ok,[§1 設計原則 — 良いコードとは何か](./01_design.md#単一責任原則single-responsibility-principle-srp)ではSOLIDの最初の文字であるSRP（単一責任原則）を学んだ。SOLIDとは、Robert C. Martinが提唱した5つの設計原則の頭文字であり [5](https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf)、よいAPIやソフトウェア構造を設計するための指針である。ここでは残りの4原則の概要を紹介する。
05_software_components.md,441,markdown_link,5,external,https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf,https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf,web.archive.org,,,,ok,[§1 設計原則 — 良いコードとは何か](./01_design.md#単一責任原則single-responsibility-principle-srp)ではSOLIDの最初の文字であるSRP（単一責任原則）を学んだ。SOLIDとは、Robert C. Martinが提唱した5つの設計原則の頭文字であり [5](https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf)、よいAPIやソフトウェア構造を設計するための指針である。ここでは残りの4原則の概要を紹介する。
05_software_components.md,443,markdown_link,§1 設計原則 — 良いコードとは何か,local,./01_design.md#単一責任原則single-responsibility-principle-srp,chapters/01_design.md,,yes,単一責任原則single-responsibility-principle-srp,ok,ok,**S — 単一責任原則**（Single Responsibility Principle; SRP）: [§1 設計原則 — 良いコードとは何か](./01_design.md#単一責任原則single-responsibility-principle-srp)で学んだとおり、関数やクラスの変更理由は1つだけであるべきである。
05_software_components.md,515,markdown_link,§0-3,local,./00_ai_agent.md#エージェントの拡張機能--mcpフックカスタムコマンド,chapters/00_ai_agent.md,,yes,エージェントの拡張機能--mcpフックカスタムコマンド,ok,ok,[§0-3](./00_ai_agent.md#エージェントの拡張機能--mcpフックカスタムコマンド)で予告した拡張機能の一つ、**MCP**（Model Context Protocol）を詳しく見ていく。
05_software_components.md,532,image,MCPアーキテクチャ: ユーザー → AIエージェント ←MCP→ MCPサーバー ↔ 外部サービス,local,../figures/ch05_mcp_architecture.png,figures/ch05_mcp_architecture.png,,yes,,,ok,![MCPアーキテクチャ: ユーザー → AIエージェント ←MCP→ MCPサーバー ↔ 外部サービス](../figures/ch05_mcp_architecture.png)
05_software_components.md,542,markdown_link,§7,local,./07_git.md,chapters/07_git.md,,yes,,,ok,| **GitHub MCP** | Issue検索、PR作成・レビュー、コード検索 | [§7](./07_git.md)で学ぶGitHub連携の自動化 |
05_software_components.md,545,markdown_link,§19,local,./19_database_api.md,chapters/19_database_api.md,,yes,,,ok,| **PostgreSQL MCP** | SQLクエリの実行、スキーマの参照 | [§19](./19_database_api.md)で学ぶデータベース連携 |
05_software_components.md,598,markdown_link,§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer,local,./15_container.md,chapters/15_container.md,,yes,,,ok,| コンパイル・リンク | ソースコードを実行ファイルに変換する過程 | [§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)（共有ライブラリの問題） |
05_software_components.md,599,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,| 共有ライブラリ | 複数プログラムで共用される動的ライブラリ | [§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)（conda管理） |
05_software_components.md,600,markdown_link,§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで,local,./10_deliverables.md,chapters/10_deliverables.md,,yes,,,ok,| モジュール | 1つの `.py` ファイル | [§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)（プロジェクト構造） |
05_software_components.md,601,markdown_link,§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで,local,./10_deliverables.md,chapters/10_deliverables.md,,yes,,,ok,| パッケージ | モジュールをまとめたディレクトリ（regular package では `__init__.py` を含む） | [§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)（pip パッケージ） |
05_software_components.md,602,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,| `sys.path` | Pythonのモジュール検索パス | [§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)（仮想環境） |
05_software_components.md,603,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,| 依存関係地獄 | バージョン要求の衝突 | [§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)（環境隔離） |
05_software_components.md,604,markdown_link,§11 コマンドラインツールの設計と実装,local,./11_cli.md,chapters/11_cli.md,,yes,,,ok,| API | ソフトウェアの利用窓口 | [§11 コマンドラインツールの設計と実装](./11_cli.md)、[§19 公共データベースとAPI — データ取得の実践](./19_database_api.md) |
05_software_components.md,604,markdown_link,§19 公共データベースとAPI — データ取得の実践,local,./19_database_api.md,chapters/19_database_api.md,,yes,,,ok,| API | ソフトウェアの利用窓口 | [§11 コマンドラインツールの設計と実装](./11_cli.md)、[§19 公共データベースとAPI — データ取得の実践](./19_database_api.md) |
05_software_components.md,605,markdown_link,§1 設計原則 — 良いコードとは何か,local,./01_design.md,chapters/01_design.md,,yes,,,ok,| SOLID原則 | よい設計の5原則 | [§1 設計原則 — 良いコードとは何か](./01_design.md)（SRP） |
05_software_components.md,609,markdown_link,§6 Python環境の構築 — pyenv・venv・conda・uv,local,./06_dev_environment.md,chapters/06_dev_environment.md,,yes,,,ok,次に進む章として、環境管理の実践は[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)、プロジェクト構造の設計は[§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)、コンテナによる完全な隔離は[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)を参照してほしい。
05_software_components.md,609,markdown_link,§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで,local,./10_deliverables.md,chapters/10_deliverables.md,,yes,,,ok,次に進む章として、環境管理の実践は[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)、プロジェクト構造の設計は[§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)、コンテナによる完全な隔離は[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)を参照してほしい。
05_software_components.md,609,markdown_link,§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer,local,./15_container.md,chapters/15_container.md,,yes,,,ok,次に進む章として、環境管理の実践は[§6 Python環境の構築 — pyenv・venv・conda・uv](./06_dev_environment.md)、プロジェクト構造の設計は[§10 ソフトウェア成果物の設計 — スクリプトからパッケージまで](./10_deliverables.md)、コンテナによる完全な隔離は[§15 コンテナによるソフトウェア環境の再現 — Docker・Apptainer](./15_container.md)を参照してほしい。
05_software_components.md,638,markdown_link,§1 設計原則 — 良いコードとは何か,local,./01_design.md,chapters/01_design.md,,yes,,,ok,この関数を[§1 設計原則 — 良いコードとは何か](./01_design.md)で学んだ設計原則の観点から評価し、具体的な改善案を提示せよ。
05_software_components.md,662,raw_url,,external,https://www.amazon.co.jp/dp/013409266X,https://www.amazon.co.jp/dp/013409266X,www.amazon.co.jp,,,,ok,"- **Bryant, R. E., O'Hallaron, D. R. *Computer Systems: A Programmer's Perspective* (3rd ed.). Pearson, 2015.** https://www.amazon.co.jp/dp/013409266X — CMU（カーネギーメロン大学）の教科書（通称 CSAPP）。プログラムのコンパイル・リンク・ロード・実行の仕組みをプログラマの視点から解説する。特に第7章 ""Linking"" が本章と直結する。邦訳: 鹿野桂一郎訳『コンピュータシステム 基礎から応用まで プログラマの視点で学ぶ（第3版）』東京化学同人, 2025."
05_software_components.md,666,raw_url,,external,https://www.amazon.co.jp/dp/1449340377,https://www.amazon.co.jp/dp/1449340377,www.amazon.co.jp,,,,ok,"- **Beazley, D., Jones, B. K. *Python Cookbook* (3rd ed.). O'Reilly, 2013.** https://www.amazon.co.jp/dp/1449340377 — Pythonのモジュール・パッケージ・importシステムに関する実践的レシピ集。特に Chapter 10（Modules and Packages）が本章と直結する。邦訳: 黒川利明訳『Python Cookbook 第3版』オライリー・ジャパン, 2014."
05_software_components.md,667,raw_url,,external,https://packaging.python.org/,https://packaging.python.org/,packaging.python.org,,,,ok,"- **Python Packaging Authority. ""Python Packaging User Guide"".** https://packaging.python.org/ — pip・setuptools・pyproject.tomlの公式ガイド。本章で扱った依存関係管理の最新のベストプラクティスが常に更新されている。"
05_software_components.md,673,markdown_link,https://docs.python.org/3/reference/import.html,external,https://docs.python.org/3/reference/import.html,https://docs.python.org/3/reference/import.html,docs.python.org,,,,ok,"[1] Python Software Foundation. ""The import system"". *Python 3 Documentation*. [https://docs.python.org/3/reference/import.html](https://docs.python.org/3/reference/import.html) (参照日: 2026-03-20)"
05_software_components.md,675,markdown_link,https://docs.python.org/3/tutorial/modules.html,external,https://docs.python.org/3/tutorial/modules.html,https://docs.python.org/3/tutorial/modules.html,docs.python.org,,,,ok,"[2] Python Software Foundation. ""Modules"". *Python 3 Documentation*. [https://docs.python.org/3/tutorial/modules.html](https://docs.python.org/3/tutorial/modules.html) (参照日: 2026-03-20)"
05_software_components.md,677,markdown_link,https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/,external,https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/,https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/,www.oreilly.com,,,,ok,"[3] Beazley, D. & Jones, B. K. *Python Cookbook* (3rd ed.). O'Reilly Media, 2013. [https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/](https://www.oreilly.com/library/view/python-cookbook-3rd/9781449357337/)"
05_software_components.md,679,markdown_link,https://shop.elsevier.com/books/linkers-and-loaders/levine/978-0-08-051031-6,external,https://shop.elsevier.com/books/linkers-and-loaders/levine/978-0-08-051031-6,https://shop.elsevier.com/books/linkers-and-loaders/levine/978-0-08-051031-6,shop.elsevier.com,,,,ok,"[4] Levine, J. R. *Linkers and Loaders*. Morgan Kaufmann, 1999. [https://shop.elsevier.com/books/linkers-and-loaders/levine/978-0-08-051031-6](https://shop.elsevier.com/books/linkers-and-loaders/levine/978-0-08-051031-6)"
05_software_components.md,681,markdown_link,https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf,external,https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf,https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf,web.archive.org,,,,ok,"[5] Martin, R. C. ""Design Principles and Design Patterns"". 2000. [https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf](https://web.archive.org/web/20150906155800/http://www.objectmentor.com/resources/articles/Principles_and_Patterns.pdf)"
05_software_components.md,683,markdown_link,https://packaging.python.org/,external,https://packaging.python.org/,https://packaging.python.org/,packaging.python.org,,,,ok,"[6] Python Packaging Authority. ""Python Packaging User Guide"". [https://packaging.python.org/](https://packaging.python.org/) (参照日: 2026-03-20)"
06_dev_environment.md,3,markdown_link,§5 ソフトウェアの構成要素 — importからpipまで,local,./05_software_components.md,chapters/05_software_components.md,,yes,,,ok,[§5 ソフトウェアの構成要素 — importからpipまで](./05_software_components.md)では、ライブラリ・パッケージ・モジュールの仕組みと `import` の裏側を学んだ。しかし、これらの知識があっても、コードを書いて動かす「場」が整っていなければ解析は始まらない。本章では、Pythonの環境管理とパッケージマネージャの概念を学び、再現性のある開発環境を構築するための基盤を固める。
06_dev_environment.md,21,markdown_link,1,external,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,github.com,,,,ok,**pyenv**は、複数のPythonバージョンをシステムに共存させ、プロジェクトごとに切り替えるためのツールである[1](https://github.com/pyenv/pyenv)。
06_dev_environment.md,36,markdown_link,§7 Git入門,local,./07_git.md,chapters/07_git.md,,yes,,,ok,`pyenv local` を実行すると、そのディレクトリに `.python-version` というファイルが作られる。以後、このディレクトリ内では指定したバージョンのPythonが自動的に使われる。このファイルをGitリポジトリに含めておけば、共同研究者も同じバージョンを使える（Gitについては[§7 Git入門](./07_git.md)で学ぶ）。
06_dev_environment.md,42,markdown_link,2,external,https://docs.python.org/3/library/venv.html,https://docs.python.org/3/library/venv.html,docs.python.org,,,,ok,**venv**はPython標準ライブラリに含まれる仮想環境ツールである[2](https://docs.python.org/3/library/venv.html)。追加のインストールなしに使えるため、最もシンプルな選択肢である。
06_dev_environment.md,85,markdown_link,3,external,https://docs.conda.io/projects/conda/en/latest/,https://docs.conda.io/projects/conda/en/latest/,docs.conda.io,,,,ok,"バイオインフォマティクスでは**conda**が事実上の標準（de facto standard）として広く使われている。condaはPythonパッケージだけでなく、C/C++で書かれたバイナリツール（Samtools, BWA等）もまとめて管理できる点が最大の強みである[3](https://docs.conda.io/projects/conda/en/latest/)。"
06_dev_environment.md,87,markdown_link,4,external,https://github.com/conda-forge/miniforge,https://github.com/conda-forge/miniforge,github.com,,,,ok,condaを使い始めるには、**Miniforge3**または**Micromamba**をインストールする[4](https://github.com/conda-forge/miniforge)。Miniforgeの公式FAQでも、Mambaforge は 2024 年半ばに非推奨となり、Miniforge3 への移行が推奨されている。かつてはAnacondaやMinicondaが広く使われていたが、Anacondaのライセンス変更（商用利用の有償化）により、オープンソースのMiniforge系が実務上の第一候補になっている。
06_dev_environment.md,108,markdown_link,5,external,https://mamba.readthedocs.io/en/latest/user_guide/micromamba.html,https://mamba.readthedocs.io/en/latest/user_guide/micromamba.html,mamba.readthedocs.io,,,,ok,**Micromamba**はcondaの高速な代替実装であり、同じ操作体系で動作する[5](https://mamba.readthedocs.io/en/latest/user_guide/micromamba.html)。大量のパッケージを扱うバイオインフォ環境では、依存解決の速度差が顕著になるため、Micromambaの採用も検討に値する。
06_dev_environment.md,112,markdown_link,6,external,https://docs.astral.sh/uv/,https://docs.astral.sh/uv/,docs.astral.sh,,,,ok,"**uv**はRust製の高速Pythonパッケージマネージャであり、pip, venv, pyenv相当の機能を統合的に提供する[6](https://docs.astral.sh/uv/)。2024年にリリースされて以降、その速度と利便性から急速に普及している。"
06_dev_environment.md,182,markdown_link,7,external,https://packaging.python.org/en/latest/specifications/pyproject-toml/,https://packaging.python.org/en/latest/specifications/pyproject-toml/,packaging.python.org,,,,ok,`pyproject.toml` はPythonプロジェクトの標準的な設定ファイルとして定着しつつあり[7](https://packaging.python.org/en/latest/specifications/pyproject-toml/)、新規プロジェクトではこれを使うのが望ましい。一方、samtools等のバイナリツールも含めた環境定義が必要な場合は `environment.yml` が適している。
06_dev_environment.md,250,image,Python環境管理ツールの責務範囲: pyenv・venv・pip・Conda・uvの担当領域,local,../figures/ch06_env_tools.png,figures/ch06_env_tools.png,,yes,,,ok,![Python環境管理ツールの責務範囲: pyenv・venv・pip・Conda・uvの担当領域](../figures/ch06_env_tools.png)
06_dev_environment.md,258,markdown_link,8,external,https://github.com/conda/conda-lock,https://github.com/conda/conda-lock,github.com,,,,ok,**ロックファイル**（lock file）は、依存関係ツリーの全パッケージについて、実際にインストールされた正確なバージョンを記録するファイルである[8](https://github.com/conda/conda-lock):
06_dev_environment.md,287,markdown_link,§7 Git入門,local,./07_git.md,chapters/07_git.md,,yes,,,ok,ロックファイルを[§7 Git入門](./07_git.md)で学ぶGitリポジトリにコミットしておけば、共同研究者が `pip install -r requirements-lock.txt` や `conda-lock install -n rnaseq conda-lock.yml` で同一の環境を再現しやすくなる。
06_dev_environment.md,297,markdown_link,9,external,https://doi.org/10.1038/s41592-018-0046-7,https://doi.org/10.1038/s41592-018-0046-7,doi.org,,,,ok,| **Bioconda** | Conda | バイオインフォマティクスに特化したチャネル[9](https://doi.org/10.1038/s41592-018-0046-7) |
